,station_id,Review,accessibility and availability_positive,amenities and location_positive,charging speed and efficiency_positive,compatibility and connectivity_positive,customer service_positive,ease of use_positive,payment Options_positive,price and cost_positive,queue and waiting time_positive,reliability and maintenance_positive,safety_positive,user-interface and mobile app_positive,accessibility and availability_negative,amenities and location_negative,charging speed and efficiency_negative,compatibility and connectivity_negative,customer service_negative,ease of use_negative,payment Options_negative,price and cost_negative,queue and waiting time_negative,reliability and maintenance_negative,safety_negative,user-interface and mobile app_negative
3239,1534,"Great Place to grab a charge and a bite to eat.

Stores near by are very welcoming.

I didn’t see it but I heard there is even a sign welcoming Tesla drivers.",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,528,$20 per charge regardless of time or energy used.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11783,3365,Trying to charge to get to ogallala and it only charges 7kw then kicks up off or it doesn't charge at all. What a pain. This needs to be more reliable since this is my fuel.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1791,853,It works and is pretty fast. Big compared to most in the area.,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6256,2908,2 stations with 4 chargers located behind Starbucks.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2712,1297,"Takes too long to charge vehicle's, time to up ya kw chargers!",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7088,3289,First public charging spot in Norwich.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775,844,"This is a convenient charging station location near a Target, convenience store, and restaurants. The spaces are fairly large and the location is great off of Sunset Hills Road, Fairfax County Parkway, and the Toll Road. Just don't spend too much money at Target!",0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,224,There's about 8 or 9 chargers available and there's plenty of food available within walking distance.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12141,4011,"Probably the worst charger ever.

Update: 10 minutes grace period and then $8 a hour for charging.

What a joke. Can’t they just move these station to a gas station? I would spend $8 on drink and snack while waiting.

Parking is $8 a hour and the charge is so slow you wish you have went to the one by Barclays instead.

I was here a few times and every time hasn’t been a pleasant charge. Either I have to move a few time to get a faster charge or the charger is broken.

They should just give the Tesla people unlimited access to charge.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
489,249,"Four of the eight stations had non-EVs occupying them when we got there. Closer inspection showed that 30 minute general parking is allowed for alternate stalls, but while we were charging (7/11/22), the store updated signage such that all eight superchargers are allowed for 30 minute general parking. So basically, you can't trust the number of open stalls indicated by app or nav system. Tesla should consider finding a more reliable location in Jackson. It's a busy parking lot and forming a line is not a good option. If you need to use it, off hours are likely advisable.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4539,2103,Nice and clean with public restrooms nearby.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2533,1203,Excellent. Now I can take my young kids to visit family in NH seacoast. Used to be a real pain and time intensive to visit for the day. Not anymore...so happy this is here.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7612,3551,I charge here everyday its nice and good lighting at night.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9200,4375,"One of the busiest Superchargers. They even cap your charging to 80% due to high demands.

Parking in this diagonal slots is sometimes a challenge for few, have seen them bumping into the charger. The opp end of the charger is a regular mall parking which is full making it difficult to go reverse to this charger.

There are few level 2 chargers as well in case you are here for shopping and not in a hurry to leave!

Hope they setup one in this area to ease the demands.",3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2426,1157,"Stations are clean. Plenty of things to do while you wait. Starbucks, etc.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,213,"This charger is pretty busy. I'm hoping Tesla can expand this a bit.

It's in great location though, with many little restaurants and shops. As long as you aren't hitting this in the middle of the night,  there are plenty of places to grab a bite to eat, or just get out and walk around.

Update
They have added 4 stalls since it first opened, but there is normally a wait during the day. Very busy location.",2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7051,3269,The chargers are really nice and there's a Taco Bell and a McDonald's I don't know if the Pizza Hut works last time we were here it didn't but the staff at the actual gas station itself are not nice at all but the Caribou was really great and those employees were awesome to talk to,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6646,3095,"There is also a non Tesla charger. Totally free, totally awesome.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11659,3134,Easy find. None work for the i3 tho. I’m stranded now.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
825,409,Had a good experience charging at this location. Stalls were not super busy (used it at night). Has good places around to eat like BWW and Sonic. Also has a shopping mall around. 👍👍,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9469,17,"I have never charged at over 120KW, regardless of day of week between 4pm and 7pm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11357,2651,EVSE is down. Looks like there is damage to the power supply. Hopefully they fix it quickly.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
322,153,"I have stopped at the supercharger four or five times. I have never once had to wait for a charger. They are conveniently located just off of the I-10 exit. As of December 2022, these are 250KW chargers. So they charge fairly quickly.

It is conveniently located behind a BBQ joint. The restaurant serves good food and drink, but above all has clean restrooms.

The Supercharger is also near a Dairy Queen for those who want a little treat.",1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,298,Great spot close to the highway,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3588,1680,"Convenient location, right off the I-70 freeway. There is construction going on but 4/8 Superchargers are accessible.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6932,3214,"Best charging station EVER!  I wish Tesla service stations in southern Cal offered this service.  Nice lobby area while you charge. Clean Bathrooms. Free latte’s and tea. Free bottled water. And wifi access.
Thank you Tesla!  You’re my jam girl!",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11589,3005,"No. 1 and 2 (2 out of 4 stations) were out of service. Looked like they're good but when tried it showed they are not working. Wasted my time to try them while it show a message on the screen that it is ""Out of Service""!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
249,120,Easily accessible. I was the only one there both times I stopped during my trip to Ocean City. In and out in 15 minutes so didn't bother exploring the nearby amenities.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,28,Not too busy. All chargers working. Convenient to shopping.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12266,4257,Both did not work and could not communicate with Chargepoint.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6599,3076,"""The Tesla Supercharger was fast, convenient, and easy to use! Charging my car was a breeze, and the location was great. Highly recommend for Tesla owners.""

""The Tesla Supercharger was fast, convenient, and easy to use! Charging my car was a breeze, and the location was great. Highly recommend for Tesla owners.""",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2861,1364,"Works well, good availability. 40 cents / kWh though! Holy cannoli maybe it's just me but that seems higher than usual out here in the Midwest.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4016,1861,"Stopped by for a quick recharge on my way to Pismo beach. Got speed up to 400mi/hr which is great. They have a lot of charging stations, over 30. Subway, Starbucks and TJ Maxx close by.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10895,1990,"Listed as a 250 kW charger, the fastest I've seen is 75kW.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8804,4133,"Eight 150kW chargers, in the Wendy’s/ Shell gas station; also a 420 shop next door. Charging is not super fast, but at least one can use the restrooms at the gas station mini mart. The area can get super-windy.",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4024,1868,Right off the 101 well light and a fast charger station.,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4730,2196,Days it's a fast charger it's not but hey free is free I guess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5726,2683,"Hard to find at 1st attempt,  but will locate easily next time.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1169,557,Three charging spots. Conveniently located near I-205. Target is nearby and so is Clackamas Town Center.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7968,3707,Was able to charge fairly quickly and I believe this store is around,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7564,3519,"Brand New ! 12 spots, 1 for Disabled. Fully operational, even though the Tesla Supercharger finder in the vehicle did not show it",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8857,4166,These charging stations are convenient for your Tesla cars and trucks wich is awesome and necessary for the future!,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2753,1322,"Great Superchargers located at the iconic Buc-ee's in New Braunfels.  Buc-ees's is always a must stop and the addition of these 24 250kW chargers makes it very convenient.  You'll easily spend enough time in Buc-ee's to get a full charge.  From all the merchandise, food, snacks, voted cleanest restrooms, etc...plug in and pass the time.

As far as the chargers, all are 250 kW and parking spots are very spacious.  They're located on the access road in front of Buc-ee's.",1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9606,175,Overpriced. Asking $o.49 per KWH. Did not use it to charge and drove elsewhere.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8076,3764,"Nice location, park and grocery store nearby. Charger #3 worked via EA app on the first try.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6602,3076,"Not too far off interstate 90, no wait during our visit. Convenient access to a yummy sandwich shop, large supermarket with a bathroom, and a fast food restaurant.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12436,4497,"Well, there are 3 tesla plugs here amd one third party.  None of those tesla ones are working, and I dont even bother with the 3rd party one.  What a shame, i guess all these chargers are just for decoration.  No one bother to maintain them....",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1191,571,"6 units should be available here. However, 4 non electrify cars are parking here. One unit is not working. So only 1 unit is actually available.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,18,"Was full initially.  Came back about 30 minutes later. 1st charging station was inop. After I moved to another, all worked fine.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8532,3992,Works! Has CCS and CHAdeMO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7331,3406,Conveniently located right off Rt 1 .. nice location .. I generally don’t use this one because it is very expensive .. it’s about 0.43$ pwkh.. almost double the price .. Wawa is good too. Overall e expensive but nicely located .,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
233,113,"Newly built, much faster charging than the old one. Also more slots available.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6180,2869,"Got a 70% charge in 15min for under $20. If you have a Tesla superchargers are the only way to go, especially if you're on a long haul trip. Thanks Sheets!",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2461,1168,Well hidden behind the mall and a long walk to anything while you wait. But fast charging.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9462,12,Need specific adapter to charge a Tesla.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3997,1855,"The REI store has closed. The building is now an ENT credit union. Also, a Loft Hotel is nearby for reference. I added two photos.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10944,2083,Only open during business hours.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6589,3068,"Healthy snacks and a bathroom can be found at the grocery outlet the chargers share a parking lot with. There’s a little, but enough, grass around the parking lot for dog potty breaks and a short walk to stretch their legs. Try to glance around the left side of grocery outlet — sometimes you can see cows grazing!",0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10332,1185,"Would not charge my car after I did CC
Did not get charged!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10263,1105,"If this is the one in the centro garage, it says station needs to be setup and it's not usable.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10535,1449,"Glad it's here, but $0.06 per MINUTE is a bit ridiculous. Also, the app is super buggy.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11367,2667,"One charger not functioning, the other’s connector damaged. Not a viable charger",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11118,2333,Sometimes slow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2612,1250,There is an outlet mall with a food court and restrooms. I'm not sure if the restrooms are open during non-business hours. There are vending machine inside as well as outside.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7054,3271,"Free for Type-2 charging. Close to restaurants, and convenience stores.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3051,1444,Clean and easy to get to. Its in a gas station parking lot so it's very convenient.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224,580,"Super convenient location in a shopping center anchored by Best Buy, Dick’s, Ulta, PetSmart, Bed Bath & Beyond, Marshall’s & Ross. Several food options and smaller speciality shops just a short walk away across the parking lot.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6658,3105,"There's Chinese takeout, Duncan Doughnuts (sometimes just drive through), Roses Express (home store), Circle K (across the street), CVS...and McDonald's close by.   Open, clean and relatively safe.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5997,2786,"No parking charges here, and same price off peak and on peak hours, currently 0.27 cents per kWh.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11628,3083,In a parking garage. Less than ideal when traveling. No access to restrooms or any conveniences nearby.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11594,3018,None of the four chargers worked on our 2020 Chevy Bolt.  Had to drive to Kearney to a ChargePoint to get a charge.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3329,1567,Easy to find location.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2755,1322,"It would be a nice supercharger if it was just the location (right off the highway and visible from the road). It would be nice just counting the number of stalls (24). But it’s also a Buc-ees which makes it a great stop on any journey. But of a walk to get to the front, but worth it.",1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1812,863,"The map is not correct.  This is in the Panera parking lot on the SOUTH side of Route 7.  I spent several minutes driving around in circles over on the NORTH side of Route 7 looking for it because it was shown on the wrong location on the map.  This has 4 EV charging stations with Level 3 FAST DC chargers.  It cost me 30 cents per minute, but it's FAST.  In 11 minutes I got 7 kWh (about 28 miles for me at 4 miles / kWh) and it cost me $3.30.",0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,441,"Plenty of charging units for both CCS and CHAdeMO, never a problem getting a charge here. Sunshades will be needed 🌞.",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5272,2445,"Great restaurant URBANE CAFE is right next to charging area and they have some awesome healthy salads, bowls and sandwiches.....great stop if you want some healthy, tasty eats!",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6188,2873,Shop while you charge,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9563,126,Valets said charging is for restaurant customers only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11333,2627,Charger didn’t charge.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3277,1548,It works great but it's usually in use. No public bathrooms but it's a pleasant 15 minute walk to several restaurants.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3622,1695,Nice Tesla stop by the mall and the bass pro shop. Trash can easily accessible.  There is a Tru Hilton near by for over night bathroom breaks but the mall has bathrooms for during the day,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2990,1418,This is an ideal location for a supercharger. It doesn't get any better.  Buc-ees has anything and everything you need. We had lunch and shopped around for a bit. I had to unplug and move the car since it finished charging before we were done exploring Buc-ees.  I hope to see more superchargers at locations like this in the future!,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,448,No issues.  Quick n and out.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1916,915,"The DC charger is about half as fast as most chargers in the Evgo network.   Normally my Nissan Leaf takes about 20 minutes to go from 10% to 80%.  This charger took over 40 minutes.

On the plus side the proximity to the cracker barrel means clean restrooms are close and you can sit on a rocker on the front porch while you wait.   Or you can grab a meal if it is not too busy.",0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4227,1956,"I charged my R1S here a few weeks ago. The charger worked fine, but a few minor issues to note.
1: There were non-EVs occupying 3 of the 4 stalls, even after calling ahead to confirm these new chargers were available to the public after business hours. 2: The charger units were not plowed from recent snow, and with the cords quite stiff in the cold, it was fairly difficult to maneuver. 3: The highest charging rate I received was 83kW. I understand there is an expected variance from advertised charging rates, but this seemed a bit low for what is listed as a 125kW charger.

Despite these concerns, I'll use them again, as they are conveniently located and still faster than other chargers nearby.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3449,1615,Nice location and very simple way of charge here.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
